Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Index Type,Library Type
SLX-11379.D702_D503.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D702_D503.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_7,NA,SLX-11379.D702-D503,SLX-11379.D702-D503,H5VHJBBXX.5.D702-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D702-D503,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D701_D504.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D701_D504.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_4,NA,SLX-11379.D701-D504,SLX-11379.D701-D504,H5VHJBBXX.5.D701-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D701-D504,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D702_D501.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D702_D501.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_5,NA,SLX-11379.D702-D501,SLX-11379.D702-D501,H5VHJBBXX.5.D702-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D702-D501,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D703_D504.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D703_D504.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_12,NA,SLX-11379.D703-D504,SLX-11379.D703-D504,H5VHJBBXX.5.D703-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D703-D504,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D704_D505.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D704_D505.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_13,NA,SLX-11379.D704-D505,SLX-11379.D704-D505,H5VHJBBXX.5.D704-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D704-D505,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-13900.D704_D504.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D704_D504.HKCTNBBXX.s_4.r_2.fq.gz,NA,KH_1020_B1,NA,SLX-13900.D704-D504,SLX-13900.D704-D504,HKCTNBBXX.4.D704-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D704-D504,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D704_D504.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D704_D504.HVK3YBBXX.s_2.r_2.fq.gz,NA,KH_1020_B1,NA,SLX-13900.D704-D504,SLX-13900.D704-D504,HVK3YBBXX.2.D704-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D704-D504,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-11383.D707_D501.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D707_D501.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_1,NA,SLX-11383.D707-D501,SLX-11383.D707-D501,HCHGMBBXX.4.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D707-D501,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-13900.D702_D508.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D702_D508.HKCTNBBXX.s_4.r_2.fq.gz,NA,KH_1009_F3,NA,SLX-13900.D702-D508,SLX-13900.D702-D508,HKCTNBBXX.4.D702-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D702-D508,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D702_D508.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D702_D508.HVK3YBBXX.s_2.r_2.fq.gz,NA,KH_1009_F3,NA,SLX-13900.D702-D508,SLX-13900.D702-D508,HVK3YBBXX.2.D702-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D702-D508,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-11383.D707_D506.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D707_D506.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_6,NA,SLX-11383.D707-D506,SLX-11383.D707-D506,HCHGMBBXX.4.D707-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D707-D506,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-13900.D701_D507.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D701_D507.HKCTNBBXX.s_4.r_2.fq.gz,NA,KH_ 1050_D7,NA,SLX-13900.D701-D507,SLX-13900.D701-D507,HKCTNBBXX.4.D701-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D701-D507,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D701_D507.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D701_D507.HVK3YBBXX.s_2.r_2.fq.gz,NA,KH_ 1050_D7,NA,SLX-13900.D701-D507,SLX-13900.D701-D507,HVK3YBBXX.2.D701-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D701-D507,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-11383.D710_D501.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D710_D501.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_DANA_2,NA,SLX-11383.D710-D501,SLX-11383.D710-D501,HCHGMBBXX.4.D710-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D710-D501,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-11383.D712_D501.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D712_D501.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_DANA_4,NA,SLX-11383.D712-D501,SLX-11383.D712-D501,HCHGMBBXX.4.D712-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D712-D501,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-11383.D711_D501.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D711_D501.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_DANA_3,NA,SLX-11383.D711-D501,SLX-11383.D711-D501,HCHGMBBXX.4.D711-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D711-D501,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-11383.D708_D505.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D708_D505.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_12,NA,SLX-11383.D708-D505,SLX-11383.D708-D505,HCHGMBBXX.4.D708-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D708-D505,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-11383.D708_D506.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D708_D506.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_13,NA,SLX-11383.D708-D506,SLX-11383.D708-D506,HCHGMBBXX.4.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D708-D506,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-11383.D708_D503.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D708_D503.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_10,NA,SLX-11383.D708-D503,SLX-11383.D708-D503,HCHGMBBXX.4.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D708-D503,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-11383.D708_D504.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D708_D504.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1633_11,NA,SLX-11383.D708-D504,SLX-11383.D708-D504,HCHGMBBXX.4.D708-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D708-D504,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-13900.D703_D501.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D703_D501.HKCTNBBXX.s_4.r_2.fq.gz,NA,KH 1030_B1,NA,SLX-13900.D703-D501,SLX-13900.D703-D501,HKCTNBBXX.4.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D703-D501,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D703_D501.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D703_D501.HVK3YBBXX.s_2.r_2.fq.gz,NA,KH 1030_B1,NA,SLX-13900.D703-D501,SLX-13900.D703-D501,HVK3YBBXX.2.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D703-D501,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D706_D502.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D706_D502.HKCTNBBXX.s_4.r_2.fq.gz,NA,KH_1037_A1,NA,SLX-13900.D706-D502,SLX-13900.D706-D502,HKCTNBBXX.4.D706-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D706-D502,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D706_D502.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D706_D502.HVK3YBBXX.s_2.r_2.fq.gz,NA,KH_1037_A1,NA,SLX-13900.D706-D502,SLX-13900.D706-D502,HVK3YBBXX.2.D706-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D706-D502,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D705_D503.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D705_D503.HKCTNBBXX.s_4.r_2.fq.gz,NA,KH_1025_B1,NA,SLX-13900.D705-D503,SLX-13900.D705-D503,HKCTNBBXX.4.D705-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D705-D503,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D705_D503.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D705_D503.HVK3YBBXX.s_2.r_2.fq.gz,NA,KH_1025_B1,NA,SLX-13900.D705-D503,SLX-13900.D705-D503,HVK3YBBXX.2.D705-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D705-D503,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-11379.D706_D508.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D706_D508.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_24,NA,SLX-11379.D706-D508,SLX-11379.D706-D508,H5VHJBBXX.5.D706-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D706-D508,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-13900.D711_D501.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D711_D501.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_9_5801_plasma_old,NA,SLX-13900.D711-D501,SLX-13900.D711-D501,HKCTNBBXX.4.D711-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D711-D501,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D711_D501.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D711_D501.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_9_5801_plasma_old,NA,SLX-13900.D711-D501,SLX-13900.D711-D501,HVK3YBBXX.2.D711-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D711-D501,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D712_D506.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D712_D506.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_34_5799_urine_old,NA,SLX-13900.D712-D506,SLX-13900.D712-D506,HKCTNBBXX.4.D712-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D712-D506,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D712_D506.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D712_D506.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_34_5799_urine_old,NA,SLX-13900.D712-D506,SLX-13900.D712-D506,HVK3YBBXX.2.D712-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D712-D506,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D712_D505.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D712_D505.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_36_5790_urine_old,NA,SLX-13900.D712-D505,SLX-13900.D712-D505,HKCTNBBXX.4.D712-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D712-D505,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D712_D505.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D712_D505.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_36_5790_urine_old,NA,SLX-13900.D712-D505,SLX-13900.D712-D505,HVK3YBBXX.2.D712-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D712-D505,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D712_D504.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D712_D504.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_45_5842_urine_new,NA,SLX-13900.D712-D504,SLX-13900.D712-D504,HKCTNBBXX.4.D712-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D712-D504,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D712_D504.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D712_D504.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_45_5842_urine_new,NA,SLX-13900.D712-D504,SLX-13900.D712-D504,HVK3YBBXX.2.D712-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D712-D504,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D712_D503.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D712_D503.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_33_5626_urine_old,NA,SLX-13900.D712-D503,SLX-13900.D712-D503,HKCTNBBXX.4.D712-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D712-D503,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D712_D503.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D712_D503.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_33_5626_urine_old,NA,SLX-13900.D712-D503,SLX-13900.D712-D503,HVK3YBBXX.2.D712-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D712-D503,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D712_D502.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D712_D502.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_50_5801_urine_new,NA,SLX-13900.D712-D502,SLX-13900.D712-D502,HKCTNBBXX.4.D712-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D712-D502,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D712_D502.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D712_D502.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_50_5801_urine_new,NA,SLX-13900.D712-D502,SLX-13900.D712-D502,HVK3YBBXX.2.D712-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D712-D502,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D712_D501.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D712_D501.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_35_5401_urine_old,NA,SLX-13900.D712-D501,SLX-13900.D712-D501,HKCTNBBXX.4.D712-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D712-D501,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D712_D501.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D712_D501.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_35_5401_urine_old,NA,SLX-13900.D712-D501,SLX-13900.D712-D501,HVK3YBBXX.2.D712-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D712-D501,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D711_D505.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D711_D505.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_18_5634_plasma_old,NA,SLX-13900.D711-D505,SLX-13900.D711-D505,HKCTNBBXX.4.D711-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D711-D505,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D711_D505.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D711_D505.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_18_5634_plasma_old,NA,SLX-13900.D711-D505,SLX-13900.D711-D505,HVK3YBBXX.2.D711-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D711-D505,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D711_D504.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D711_D504.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_12_5818_plasma_old,NA,SLX-13900.D711-D504,SLX-13900.D711-D504,HKCTNBBXX.4.D711-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D711-D504,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D711_D504.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D711_D504.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_12_5818_plasma_old,NA,SLX-13900.D711-D504,SLX-13900.D711-D504,HVK3YBBXX.2.D711-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D711-D504,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D711_D503.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D711_D503.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_11_5401_plasma_old,NA,SLX-13900.D711-D503,SLX-13900.D711-D503,HKCTNBBXX.4.D711-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D711-D503,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D711_D503.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D711_D503.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_11_5401_plasma_old,NA,SLX-13900.D711-D503,SLX-13900.D711-D503,HVK3YBBXX.2.D711-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D711-D503,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D711_D502.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D711_D502.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_10_5813_plasma_old,NA,SLX-13900.D711-D502,SLX-13900.D711-D502,HKCTNBBXX.4.D711-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D711-D502,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D711_D502.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D711_D502.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_10_5813_plasma_old,NA,SLX-13900.D711-D502,SLX-13900.D711-D502,HVK3YBBXX.2.D711-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D711-D502,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-11034.A027.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A027.C8B9UANXX.s_8.r_2.fq.gz,NA,CAL0002_EOS,NA,SLX-11034.A027,SLX-11034.A027,C8B9UANXX.8.A027,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A027,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A025.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A025.C8B9UANXX.s_8.r_2.fq.gz,NA,CAL0002_W6,NA,SLX-11034.A025,SLX-11034.A025,C8B9UANXX.8.A025,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A025,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A023.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A023.C8B9UANXX.s_8.r_2.fq.gz,NA,CAL0002_W2,NA,SLX-11034.A023,SLX-11034.A023,C8B9UANXX.8.A023,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A023,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A022.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A022.C8B9UANXX.s_8.r_2.fq.gz,NA,CAL0002_C1D1_H48,NA,SLX-11034.A022,SLX-11034.A022,C8B9UANXX.8.A022,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A022,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11383.D712_D505.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D712_D505.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1638_21,NA,SLX-11383.D712-D505,SLX-11383.D712-D505,HCHGMBBXX.4.D712-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D712-D505,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-11383.D712_D507.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D712_D507.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1638_23,NA,SLX-11383.D712-D507,SLX-11383.D712-D507,HCHGMBBXX.4.D712-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D712-D507,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-13900.D710_D505.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D710_D505.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_15_5410_plasma_old,NA,SLX-13900.D710-D505,SLX-13900.D710-D505,HKCTNBBXX.4.D710-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D710-D505,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D710_D505.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D710_D505.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_15_5410_plasma_old,NA,SLX-13900.D710-D505,SLX-13900.D710-D505,HVK3YBBXX.2.D710-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D710-D505,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-11383.D711_D508.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D711_D508.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1638_18,NA,SLX-11383.D711-D508,SLX-11383.D711-D508,HCHGMBBXX.4.D711-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D711-D508,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-13900.D710_D504.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D710_D504.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_13_5014_plasma_old,NA,SLX-13900.D710-D504,SLX-13900.D710-D504,HKCTNBBXX.4.D710-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D710-D504,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D710_D504.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D710_D504.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_13_5014_plasma_old,NA,SLX-13900.D710-D504,SLX-13900.D710-D504,HVK3YBBXX.2.D710-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D710-D504,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-11383.D712_D504.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D712_D504.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1638_20,NA,SLX-11383.D712-D504,SLX-11383.D712-D504,HCHGMBBXX.4.D712-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D712-D504,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
SLX-13900.D710_D503.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D710_D503.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_7_5532_plasma_old,NA,SLX-13900.D710-D503,SLX-13900.D710-D503,HKCTNBBXX.4.D710-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D710-D503,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D710_D503.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D710_D503.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_7_5532_plasma_old,NA,SLX-13900.D710-D503,SLX-13900.D710-D503,HVK3YBBXX.2.D710-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D710-D503,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-13900.D710_D502.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D710_D502.HKCTNBBXX.s_4.r_2.fq.gz,NA,renal_3_5802_plasma_old,NA,SLX-13900.D710-D502,SLX-13900.D710-D502,HKCTNBBXX.4.D710-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-06-27,SLX-13900,D710-D502,HKCTNBBXX,4,Paired End,150,Truseq HT,Other
SLX-13900.D710_D502.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D710_D502.HVK3YBBXX.s_2.r_2.fq.gz,NA,renal_3_5802_plasma_old,NA,SLX-13900.D710-D502,SLX-13900.D710-D502,HVK3YBBXX.2.D710-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2018-05-04,SLX-13900,D710-D502,HVK3YBBXX,2,Paired End,150,Truseq HT,Other
SLX-11383.D711_D507.HCHGMBBXX.s_4.r_1.fq.gz,SLX-11383.D711_D507.HCHGMBBXX.s_4.r_2.fq.gz,NA,EXP1638_17,NA,SLX-11383.D711-D507,SLX-11383.D711-D507,HCHGMBBXX.4.D711-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-06-10,SLX-11383,D711-D507,HCHGMBBXX,4,Paired End,150,Truseq HT,DNASeq
