Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Library Type,Index Type
SLX-10991.iPCRtagT020.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT020.C854JANXX.s_8.r_2.fq.gz,,USN:3,,SLX-10991.iPCRtagT020,SLX-10991.iPCRtagT020,C854JANXX.8.iPCRtagT020,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT020,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT015.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT015.C854JANXX.s_8.r_2.fq.gz,,UCP:70,,SLX-10991.iPCRtagT015,SLX-10991.iPCRtagT015,C854JANXX.8.iPCRtagT015,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT015,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT014.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT014.C854JANXX.s_8.r_2.fq.gz,,UCP:92,,SLX-10991.iPCRtagT014,SLX-10991.iPCRtagT014,C854JANXX.8.iPCRtagT014,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT014,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT019.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT019.C854JANXX.s_8.r_2.fq.gz,,UCP:62,,SLX-10991.iPCRtagT019,SLX-10991.iPCRtagT019,C854JANXX.8.iPCRtagT019,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT019,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT018.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT018.C854JANXX.s_8.r_2.fq.gz,,UCP:104,,SLX-10991.iPCRtagT018,SLX-10991.iPCRtagT018,C854JANXX.8.iPCRtagT018,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT018,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT017.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT017.C854JANXX.s_8.r_2.fq.gz,,UCP:86,,SLX-10991.iPCRtagT017,SLX-10991.iPCRtagT017,C854JANXX.8.iPCRtagT017,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT017,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10991.iPCRtagT016.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT016.C854JANXX.s_8.r_2.fq.gz,,UCP:94,,SLX-10991.iPCRtagT016,SLX-10991.iPCRtagT016,C854JANXX.8.iPCRtagT016,ILLUMINA,HiSeq 2500,CRUK-CI,02/12/2015,SLX-10991,iPCRtagT016,C854JANXX,8,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-12531.D704_D502.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D704_D502.HHVLTBBXX.s_4.r_2.fq.gz,,K5042310_3,,SLX-12531.D704-D502,SLX-12531.D704-D502,HHVLTBBXX.4.D704-D502,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D704-D502,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-12531.D704_D503.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D704_D503.HHVLTBBXX.s_4.r_2.fq.gz,,C08_Camplex_PPC3_74_1,,SLX-12531.D704-D503,SLX-12531.D704-D503,HHVLTBBXX.4.D704-D503,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D704-D503,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-12531.D703_D504.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D703_D504.HHVLTBBXX.s_4.r_2.fq.gz,,K5042310_1,,SLX-12531.D703-D504,SLX-12531.D703-D504,HHVLTBBXX.4.D703-D504,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D703-D504,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-12531.D704_D501.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D704_D501.HHVLTBBXX.s_4.r_2.fq.gz,,K5042310_2,,SLX-12531.D704-D501,SLX-12531.D704-D501,HHVLTBBXX.4.D704-D501,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D704-D501,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-12531.D704_D504.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D704_D504.HHVLTBBXX.s_4.r_2.fq.gz,,C08_Camplex_PPC3_74_2,,SLX-12531.D704-D504,SLX-12531.D704-D504,HHVLTBBXX.4.D704-D504,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D704-D504,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-12531.D705_D505.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D705_D505.HHVLTBBXX.s_4.r_2.fq.gz,,C08_Camplex_PPC1_69_1,,SLX-12531.D705-D505,SLX-12531.D705-D505,HHVLTBBXX.4.D705-D505,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D705-D505,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-13900.D706_D503.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D706_D503.HKCTNBBXX.s_4.r_2.fq.gz,,renal_39_5834_urine_new,,SLX-13900.D706-D503,SLX-13900.D706-D503,HKCTNBBXX.4.D706-D503,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D706-D503,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D706_D503.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D706_D503.HVK3YBBXX.s_2.r_2.fq.gz,,renal_39_5834_urine_new,,SLX-13900.D706-D503,SLX-13900.D706-D503,HVK3YBBXX.2.D706-D503,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D706-D503,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D705_D502.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D705_D502.HKCTNBBXX.s_4.r_2.fq.gz,,renal_38_5829_urine_new,,SLX-13900.D705-D502,SLX-13900.D705-D502,HKCTNBBXX.4.D705-D502,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D705-D502,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D705_D502.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D705_D502.HVK3YBBXX.s_2.r_2.fq.gz,,renal_38_5829_urine_new,,SLX-13900.D705-D502,SLX-13900.D705-D502,HVK3YBBXX.2.D705-D502,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D705-D502,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D706_D501.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D706_D501.HKCTNBBXX.s_4.r_2.fq.gz,,renal_37_5644_urine_old,,SLX-13900.D706-D501,SLX-13900.D706-D501,HKCTNBBXX.4.D706-D501,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D706-D501,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D706_D501.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D706_D501.HVK3YBBXX.s_2.r_2.fq.gz,,renal_37_5644_urine_old,,SLX-13900.D706-D501,SLX-13900.D706-D501,HVK3YBBXX.2.D706-D501,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D706-D501,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D707_D504.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D707_D504.HKCTNBBXX.s_4.r_2.fq.gz,,renal_32_5820_plasma_new,,SLX-13900.D707-D504,SLX-13900.D707-D504,HKCTNBBXX.4.D707-D504,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D707-D504,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D707_D504.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D707_D504.HVK3YBBXX.s_2.r_2.fq.gz,,renal_32_5820_plasma_new,,SLX-13900.D707-D504,SLX-13900.D707-D504,HVK3YBBXX.2.D707-D504,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D707-D504,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-11873.D709_D501.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D709_D501.HFNWFBBXX.s_5.r_2.fq.gz,,R154,,SLX-11873.D709-D501,SLX-11873.D709-D501,HFNWFBBXX.5.D709-D501,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D709-D501,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-12758.D705_D507.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D705_D507.HHT5VBBXX.s_8.r_2.fq.gz,,Q02 MELR_RB_01-004_T16_20,,SLX-12758.D705-D507,SLX-12758.D705-D507,HHT5VBBXX.8.D705-D507,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D705-D507,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-11873.D708_D502.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D708_D502.HFNWFBBXX.s_5.r_2.fq.gz,,R151,,SLX-11873.D708-D502,SLX-11873.D708-D502,HFNWFBBXX.5.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D708-D502,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-13900.D703_D506.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D703_D506.HKCTNBBXX.s_4.r_2.fq.gz,,renal_52_5818_urine_new,,SLX-13900.D703-D506,SLX-13900.D703-D506,HKCTNBBXX.4.D703-D506,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D703-D506,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D703_D506.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D703_D506.HVK3YBBXX.s_2.r_2.fq.gz,,renal_52_5818_urine_new,,SLX-13900.D703-D506,SLX-13900.D703-D506,HVK3YBBXX.2.D703-D506,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D703-D506,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-12758.D705_D504.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D705_D504.HHT5VBBXX.s_8.r_2.fq.gz,,Q02 KG_01-020_T4_51,,SLX-12758.D705-D504,SLX-12758.D705-D504,HHT5VBBXX.8.D705-D504,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D705-D504,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-11873.D708_D501.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D708_D501.HFNWFBBXX.s_5.r_2.fq.gz,,R150,,SLX-11873.D708-D501,SLX-11873.D708-D501,HFNWFBBXX.5.D708-D501,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D708-D501,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-13900.D703_D505.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D703_D505.HKCTNBBXX.s_4.r_2.fq.gz,,renal_51_5813_urine_new,,SLX-13900.D703-D505,SLX-13900.D703-D505,HKCTNBBXX.4.D703-D505,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D703-D505,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D703_D505.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D703_D505.HVK3YBBXX.s_2.r_2.fq.gz,,renal_51_5813_urine_new,,SLX-13900.D703-D505,SLX-13900.D703-D505,HVK3YBBXX.2.D703-D505,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D703-D505,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-12758.D704_D503.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D704_D503.HHT5VBBXX.s_8.r_2.fq.gz,,Q02 MELR_PC_01-006_T5_65,,SLX-12758.D704-D503,SLX-12758.D704-D503,HHT5VBBXX.8.D704-D503,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D704-D503,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-11873.D708_D504.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D708_D504.HFNWFBBXX.s_5.r_2.fq.gz,,R153,,SLX-11873.D708-D504,SLX-11873.D708-D504,HFNWFBBXX.5.D708-D504,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D708-D504,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-13900.D703_D504.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D703_D504.HKCTNBBXX.s_4.r_2.fq.gz,,renal_49_5603_urine_new,,SLX-13900.D703-D504,SLX-13900.D703-D504,HKCTNBBXX.4.D703-D504,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D703-D504,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D703_D504.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D703_D504.HVK3YBBXX.s_2.r_2.fq.gz,,renal_49_5603_urine_new,,SLX-13900.D703-D504,SLX-13900.D703-D504,HVK3YBBXX.2.D703-D504,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D703-D504,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-12758.D704_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D704_D501.HHT5VBBXX.s_8.r_2.fq.gz,,Q02 MELR_RB_01-004_T3_7,,SLX-12758.D704-D501,SLX-12758.D704-D501,HHT5VBBXX.8.D704-D501,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D704-D501,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-11873.D708_D503.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D708_D503.HFNWFBBXX.s_5.r_2.fq.gz,,R152,,SLX-11873.D708-D503,SLX-11873.D708-D503,HFNWFBBXX.5.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D708-D503,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-13900.D703_D503.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D703_D503.HKCTNBBXX.s_4.r_2.fq.gz,,renal_48_5802_urine_new,,SLX-13900.D703-D503,SLX-13900.D703-D503,HKCTNBBXX.4.D703-D503,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D703-D503,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D703_D503.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D703_D503.HVK3YBBXX.s_2.r_2.fq.gz,,renal_48_5802_urine_new,,SLX-13900.D703-D503,SLX-13900.D703-D503,HVK3YBBXX.2.D703-D503,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D703-D503,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-12758.D702_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D702_D501.HHT5VBBXX.s_8.r_2.fq.gz,,Q02 MELR_RB_01-004_T13_17,,SLX-12758.D702-D501,SLX-12758.D702-D501,HHT5VBBXX.8.D702-D501,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D702-D501,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-11873.D707_D502.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D707_D502.HFNWFBBXX.s_5.r_2.fq.gz,,R147,,SLX-11873.D707-D502,SLX-11873.D707-D502,HFNWFBBXX.5.D707-D502,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D707-D502,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-13900.D703_D502.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D703_D502.HKCTNBBXX.s_4.r_2.fq.gz,,renal_47_5820_urine_new,,SLX-13900.D703-D502,SLX-13900.D703-D502,HKCTNBBXX.4.D703-D502,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D703-D502,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D703_D502.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D703_D502.HVK3YBBXX.s_2.r_2.fq.gz,,renal_47_5820_urine_new,,SLX-13900.D703-D502,SLX-13900.D703-D502,HVK3YBBXX.2.D703-D502,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D703-D502,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-12758.D701_D508.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D701_D508.HHT5VBBXX.s_8.r_2.fq.gz,,MELR_01-010_PRIMARY,,SLX-12758.D701-D508,SLX-12758.D701-D508,HHT5VBBXX.8.D701-D508,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D701-D508,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-11873.D707_D501.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D707_D501.HFNWFBBXX.s_5.r_2.fq.gz,,R146,,SLX-11873.D707-D501,SLX-11873.D707-D501,HFNWFBBXX.5.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D707-D501,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-12758.D701_D507.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D701_D507.HHT5VBBXX.s_8.r_2.fq.gz,,MELR_01-006_PRIMARY,,SLX-12758.D701-D507,SLX-12758.D701-D507,HHT5VBBXX.8.D701-D507,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D701-D507,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-11873.D707_D504.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D707_D504.HFNWFBBXX.s_5.r_2.fq.gz,,R149,,SLX-11873.D707-D504,SLX-11873.D707-D504,HFNWFBBXX.5.D707-D504,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D707-D504,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-12758.D701_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D701_D501.HHT5VBBXX.s_8.r_2.fq.gz,,MELR_01-002_PRIMARY,,SLX-12758.D701-D501,SLX-12758.D701-D501,HHT5VBBXX.8.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D701-D501,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-11873.D707_D503.HFNWFBBXX.s_5.r_1.fq.gz,SLX-11873.D707_D503.HFNWFBBXX.s_5.r_2.fq.gz,,R148,,SLX-11873.D707-D503,SLX-11873.D707-D503,HFNWFBBXX.5.D707-D503,ILLUMINA,HiSeq 4000,CRUK-CI,11/10/2016,SLX-11873,D707-D503,HFNWFBBXX,5,Paired End,150,DNASeq,Truseq HT
SLX-12758.D707_D508.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D707_D508.HHT5VBBXX.s_8.r_2.fq.gz,,MR1006 tumour prog,,SLX-12758.D707-D508,SLX-12758.D707-D508,HHT5VBBXX.8.D707-D508,ILLUMINA,HiSeq 4000,CRUK-CI,06/03/2017,SLX-12758,D707-D508,HHT5VBBXX,8,Paired End,150,Other,Truseq HT
SLX-13900.D705_D501.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D705_D501.HKCTNBBXX.s_4.r_2.fq.gz,,renal_46_5830_urine_new,,SLX-13900.D705-D501,SLX-13900.D705-D501,HKCTNBBXX.4.D705-D501,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D705-D501,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D705_D501.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D705_D501.HVK3YBBXX.s_2.r_2.fq.gz,,renal_46_5830_urine_new,,SLX-13900.D705-D501,SLX-13900.D705-D501,HVK3YBBXX.2.D705-D501,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D705-D501,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D706_D508.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D706_D508.HKCTNBBXX.s_4.r_2.fq.gz,,renal_44_5845_urine_new,,SLX-13900.D706-D508,SLX-13900.D706-D508,HKCTNBBXX.4.D706-D508,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D706-D508,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D706_D508.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D706_D508.HVK3YBBXX.s_2.r_2.fq.gz,,renal_44_5845_urine_new,,SLX-13900.D706-D508,SLX-13900.D706-D508,HVK3YBBXX.2.D706-D508,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D706-D508,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D706_D507.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D706_D507.HKCTNBBXX.s_4.r_2.fq.gz,,renal_43_5998_urine_new,,SLX-13900.D706-D507,SLX-13900.D706-D507,HKCTNBBXX.4.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D706-D507,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D706_D507.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D706_D507.HVK3YBBXX.s_2.r_2.fq.gz,,renal_43_5998_urine_new,,SLX-13900.D706-D507,SLX-13900.D706-D507,HVK3YBBXX.2.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D706-D507,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D706_D506.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D706_D506.HKCTNBBXX.s_4.r_2.fq.gz,,renal_42_5826_urine_new,,SLX-13900.D706-D506,SLX-13900.D706-D506,HKCTNBBXX.4.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D706-D506,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D706_D506.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D706_D506.HVK3YBBXX.s_2.r_2.fq.gz,,renal_42_5826_urine_new,,SLX-13900.D706-D506,SLX-13900.D706-D506,HVK3YBBXX.2.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D706-D506,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D706_D505.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D706_D505.HKCTNBBXX.s_4.r_2.fq.gz,,renal_41_5846_urine_new,,SLX-13900.D706-D505,SLX-13900.D706-D505,HKCTNBBXX.4.D706-D505,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D706-D505,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D706_D505.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D706_D505.HVK3YBBXX.s_2.r_2.fq.gz,,renal_41_5846_urine_new,,SLX-13900.D706-D505,SLX-13900.D706-D505,HVK3YBBXX.2.D706-D505,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D706-D505,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-13900.D706_D504.HKCTNBBXX.s_4.r_1.fq.gz,SLX-13900.D706_D504.HKCTNBBXX.s_4.r_2.fq.gz,,renal_40_5827_urine_new,,SLX-13900.D706-D504,SLX-13900.D706-D504,HKCTNBBXX.4.D706-D504,ILLUMINA,HiSeq 4000,CRUK-CI,27/06/2017,SLX-13900,D706-D504,HKCTNBBXX,4,Paired End,150,Other,Truseq HT
SLX-13900.D706_D504.HVK3YBBXX.s_2.r_1.fq.gz,SLX-13900.D706_D504.HVK3YBBXX.s_2.r_2.fq.gz,,renal_40_5827_urine_new,,SLX-13900.D706-D504,SLX-13900.D706-D504,HVK3YBBXX.2.D706-D504,ILLUMINA,HiSeq 4000,CRUK-CI,04/05/2018,SLX-13900,D706-D504,HVK3YBBXX,2,Paired End,150,Other,Truseq HT
SLX-10575.iPCRtagT035.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT035.C8TCVANXX.s_3.r_2.fq.gz,,USN:55_NKIB1,,SLX-10575.iPCRtagT035,SLX-10575.iPCRtagT035,C8TCVANXX.3.iPCRtagT035,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT035,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10575.iPCRtagT034.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT034.C8TCVANXX.s_3.r_2.fq.gz,,USN:53_NKIB2,,SLX-10575.iPCRtagT034,SLX-10575.iPCRtagT034,C8TCVANXX.3.iPCRtagT034,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT034,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10575.iPCRtagT033.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT033.C8TCVANXX.s_3.r_2.fq.gz,,USN:47_NKIB2,,SLX-10575.iPCRtagT033,SLX-10575.iPCRtagT033,C8TCVANXX.3.iPCRtagT033,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT033,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10575.iPCRtagT032.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT032.C8TCVANXX.s_3.r_2.fq.gz,,USN:31,,SLX-10575.iPCRtagT032,SLX-10575.iPCRtagT032,C8TCVANXX.3.iPCRtagT032,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT032,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
SLX-10575.iPCRtagT039.C8TCVANXX.s_3.r_1.fq.gz,SLX-10575.iPCRtagT039.C8TCVANXX.s_3.r_2.fq.gz,,USN:87_NKIB1,,SLX-10575.iPCRtagT039,SLX-10575.iPCRtagT039,C8TCVANXX.3.iPCRtagT039,ILLUMINA,HiSeq 2500,CRUK-CI,26/02/2016,SLX-10575,iPCRtagT039,C8TCVANXX,3,Paired End,125,DNASeq,Thruplex DNA-seq
