file,n_read,n_nucleotide,n_read_mapped,n_nucleotide_mapped,n_read_duplicate,n_nucleotide_duplicate,n_read_mapped_chrM,coverage_by_mapped_reads
DL-00000.DL020-DL519.NovaSeq.bam,419644088,41868726665,411443137,41080479003,47272436,4734595223,3927,12.8376496884375
DL-00001.DL080-DL618.HiSeq_2000_2500.bam,101365312,10061718894,100756390,10011359932,2464860,245841831,8013,3.12854997875
DL-00001.DL048-DL586.HiSeq_2000_2500.bam,90766078,8944220249,87935985,8739439443,2474854,246845423,7557,2.7310748259375
DL-00001.DL317-DL855.HiSeq_2000_2500.bam,78407948,7778043879,77866064,7738859021,1763866,175946556,521,2.4183934440625
DL-00001.DL413-DL951.HiSeq_2000_2500.bam,121665436,12086945625,120738224,12013290439,3092899,308809211,6363,3.7541532621875
DL-00001.DL257-DL795.HiSeq_2000_2500.bam,75923356,7466554688,72504536,7208345130,1746247,174250945,625,2.252607853125
DL-00001.DL220-DL758.HiSeq_2000_2500.bam,70917019,7030794268,70140033,6969993262,1580859,157726106,1026,2.178122894375
DL-00001.DL234-DL772.HiSeq_2000_2500.bam,74935238,7404108135,73014368,7258648302,1765508,176119157,894,2.268327594375
DL-00001.DL192-DL730.HiSeq_2000_2500.bam,73690836,7275419443,71382683,7101925685,1439860,143740156,501,2.2193517765625
DL-00001.DL349-DL887.HiSeq_2000_2500.bam,116881526,11614078941,116299361,11568082127,2813979,280852837,784,3.6150256646875
DL-00001.DL127-DL665.HiSeq_2000_2500.bam,81260657,7999643288,78094315,7753854823,1847157,184171148,2960,2.4230796321875
DL-00001.DL389-DL927.HiSeq_2000_2500.bam,434570434,42809263637,430219083,42484262951,18312871,1810859573,13790,13.2763321721875
DL-00001.DL284-DL822.HiSeq_2000_2500.bam,87747061,8712465114,87128197,8665043287,1915595,191217178,737,2.7078260271875
DL-00001.DL387-DL925.HiSeq_2000_2500.bam,440387274,43260791100,435377129,42903478256,18732069,1848782091,3929,13.407336955
DL-00001.DL133-DL671.HiSeq_2000_2500.bam,129219873,12799131243,126632571,12596976386,3643233,363732912,1081,3.936555120625
DL-00001.DL341-DL879.HiSeq_2000_2500.bam,90269121,8965039231,89738091,8923513309,2046824,204243585,1055,2.7885979090625
DL-00001.DL004-DL542.HiSeq_2000_2500.bam,92760273,9190132979,91478760,9100052294,2198289,219324351,990,2.843766341875
DL-00001.DL286-DL824.HiSeq_2000_2500.bam,97428409,9674866075,96739051,9622074631,2115046,211145699,467,3.0068983221875
DL-00001.DL271-DL809.HiSeq_2000_2500.bam,80783838,7896665956,75667989,7521649944,1713391,170960910,1214,2.3505156075
DL-00001.DL322-DL860.HiSeq_2000_2500.bam,83193320,8256696644,82716850,8221945248,1820534,181612576,726,2.56935789
DL-00001.DL258-DL796.HiSeq_2000_2500.bam,82632674,8199641969,82005646,8149963021,1817475,181294284,857,2.5468634440625
DL-00001.DL485-DL1023.HiSeq_2000_2500.bam,99688895,9772898386,98682038,9700432532,2404911,237120944,2315,3.03138516625
DL-00001.DL381-DL919.HiSeq_2000_2500.bam,71371844,7081509129,70566943,7020377901,1489424,148680884,2308,2.1938680940625
DL-00001.DL197-DL735.HiSeq_2000_2500.bam,88936639,8768537523,85795719,8533240087,2235796,223175200,502,2.6666375271875
DL-00001.DL513-DL1051.HiSeq_2000_2500.bam,98368895,9768720681,97766514,9721873073,2586081,258097827,2251,3.0380853353125
DL-00001.DL212-DL750.HiSeq_2000_2500.bam,92694498,9183181347,91190451,9069595750,1991855,198831474,673,2.834248671875
DL-00001.DL502-DL1040.HiSeq_2000_2500.bam,105612977,10367192965,104818899,10313185179,2244499,221525548,2945,3.2228703684375
DL-00001.DL474-DL1012.HiSeq_2000_2500.bam,303298861,29872627502,299882663,29633988274,11956251,1181843900,3542,9.260621335625
DL-00001.DL145-DL683.HiSeq_2000_2500.bam,92823202,9152546672,89926849,8937726163,2528086,252193375,542,2.7930394259375
DL-00001.DL256-DL794.HiSeq_2000_2500.bam,80063282,7889964527,77070625,7662896358,1604082,160028031,930,2.394655111875
DL-00001.DL446-DL984.HiSeq_2000_2500.bam,41225536,4032592631,38947795,3869397504,718543,71690487,558,1.20918672
DL-00001.DL201-DL739.HiSeq_2000_2500.bam,81808868,8110537362,80657578,8023163052,1930535,192738850,773,2.50723845375
DL-00001.DL356-DL894.HiSeq_2000_2500.bam,117912173,11717388175,117455749,11680431668,2995854,298940767,670,3.65013489625
DL-00001.DL132-DL670.HiSeq_2000_2500.bam,79754690,7899809957,78020427,7755094477,1961667,195692644,329,2.4234670240625
DL-00001.DL165-DL703.HiSeq_2000_2500.bam,95404530,9416600153,92489981,9199965823,2107088,210313659,500,2.8749893196875
DL-00001.DL483-DL1021.HiSeq_2000_2500.bam,325837404,32021014393,321447964,31721100510,12514789,1235065351,2958,9.912843909375
DL-00001.DL530-DL1068.HiSeq_2000_2500.bam,83008746,8214044556,81770836,8121752612,1439652,143431607,2004,2.53804769125
DL-00001.DL078-DL616.HiSeq_2000_2500.bam,88174502,8752277170,87530880,8703044418,1832365,182825595,1478,2.719701380625
DL-00001.DL177-DL715.HiSeq_2000_2500.bam,108122789,10741941766,107353617,10682554523,2637048,263289694,499,3.3382982884375
DL-00001.DL016-DL554.HiSeq_2000_2500.bam,97841710,9605459770,97064379,9551321961,2371962,234043155,3091,2.9847881128125
DL-00001.DL358-DL896.HiSeq_2000_2500.bam,112933897,11219654389,112258956,11167043626,2811209,280537039,645,3.489701133125
DL-00001.DL087-DL625.HiSeq_2000_2500.bam,127508762,12672013581,126909369,12624278822,3503830,349718626,1017,3.945087131875
DL-00001.DL029-DL567.HiSeq_2000_2500.bam,90197669,8941217307,89458613,8889573633,2121432,211585270,271,2.7779917603125
DL-00001.DL411-DL949.HiSeq_2000_2500.bam,77367313,7668892462,76450114,7600404161,1840741,183694810,2029,2.3751263003125
DL-00001.DL355-DL893.HiSeq_2000_2500.bam,81195635,8059840350,80551423,8010551942,1910615,190703767,501,2.503297481875
DL-00001.DL504-DL1042.HiSeq_2000_2500.bam,249821973,24581273168,245690782,24283785734,9300332,919411663,3029,7.588683041875
DL-00001.DL052-DL590.HiSeq_2000_2500.bam,68677087,6808707213,68192837,6772991249,1603342,159878194,708,2.1165597653125
DL-00001.DL039-DL577.HiSeq_2000_2500.bam,93257908,9245658359,92260146,9172430086,2121353,211679703,2079,2.866384401875
DL-00001.DL452-DL990.HiSeq_2000_2500.bam,78343085,7780178144,77840774,7741416539,1913489,191003911,892,2.4191926684375
DL-00001.DL385-DL923.HiSeq_2000_2500.bam,83466451,8240171814,80902305,8040066124,2183037,217770996,710,2.51252066375
DL-00001.DL144-DL682.HiSeq_2000_2500.bam,72159017,7137694719,70689952,7026337275,1620393,161631156,643,2.1957303984375
DL-00001.DL022-DL560.HiSeq_2000_2500.bam,98481727,9755082263,97191632,9662469081,2627822,262191217,520,3.0195215878125
DL-00001.DL199-DL737.HiSeq_2000_2500.bam,96065357,9456106330,92307911,9176437000,2238805,223434993,540,2.8676365625
DL-00001.DL320-DL858.HiSeq_2000_2500.bam,82017163,8141085644,81552381,8107205410,1774228,177001956,379,2.533501690625
DL-00001.DL172-DL710.HiSeq_2000_2500.bam,68186167,6769071206,67503983,6717122881,1322907,132055099,679,2.0991009003125
DL-00001.DL207-DL745.HiSeq_2000_2500.bam,82753741,8203591064,81400263,8101672544,1836927,183424114,562,2.53177267
DL-00001.DL363-DL901.HiSeq_2000_2500.bam,96109123,9531413449,95327483,9470398268,2235670,222991612,602,2.95949945875
DL-00001.DL196-DL734.HiSeq_2000_2500.bam,86683646,8591041411,85639427,8512954444,2222287,221738586,541,2.66029826375
DL-00001.DL518-DL1056.HiSeq_2000_2500.bam,117389444,11499886717,116403919,11433782619,3232149,318400141,1325,3.5730570684375
DL-00001.DL236-DL774.HiSeq_2000_2500.bam,78346337,7695811346,74722042,7425291890,1822514,181775858,729,2.320403715625
DL-00001.DL439-DL977.HiSeq_2000_2500.bam,71398404,7088623850,70894227,7049463783,1526713,152388058,309,2.2029574321875
DL-00001.DL416-DL954.HiSeq_2000_2500.bam,49713643,4933277573,49386463,4907644162,1537099,153287416,386,1.533638800625
DL-00001.DL362-DL900.HiSeq_2000_2500.bam,89919285,8931678746,89363606,8884283089,2083694,207928451,459,2.7763384653125
DL-00001.DL379-DL917.HiSeq_2000_2500.bam,70898358,7037202453,70236356,6987119640,1396594,139413665,2020,2.1834748875
DL-00001.DL273-DL811.HiSeq_2000_2500.bam,84037505,8316857341,82426243,8196267214,1957132,195315409,727,2.561333504375
DL-00001.DL318-DL856.HiSeq_2000_2500.bam,75953455,7535660657,75420209,7497014899,1579708,157591752,1280,2.3428171559375
DL-00001.DL075-DL613.HiSeq_2000_2500.bam,134548860,13340416420,132547685,13187220412,3492981,348737271,1513,4.12100637875
DL-00001.DL126-DL664.HiSeq_2000_2500.bam,103737836,10271980100,101915449,10137451234,2672674,266789496,1203,3.167953510625
DL-00001.DL139-DL677.HiSeq_2000_2500.bam,85767084,8486724105,83868660,8337487673,2279642,227456856,558,2.6054648978125
DL-00001.DL120-DL658.HiSeq_2000_2500.bam,87979013,8730453865,87483927,8692250570,2285265,227909833,2168,2.716328303125
DL-00001.DL097-DL635.HiSeq_2000_2500.bam,71080118,7044224239,70461286,6997976269,1790598,178601560,1727,2.1868675840625
DL-00001.DL458-DL996.HiSeq_2000_2500.bam,83611604,8295859975,82948708,8246067783,1902802,189739943,2318,2.5768961821875
DL-00001.DL499-DL1037.HiSeq_2000_2500.bam,183863371,18299691031,182762864,18205235666,5468047,545803583,1441,5.689136145625
DL-00001.DL293-DL831.HiSeq_2000_2500.bam,82584213,8150004137,80651585,8013124207,1673306,166890197,595,2.5041013146875
DL-00001.DL115-DL653.HiSeq_2000_2500.bam,66443780,6589309143,65715278,6534489345,1427933,142436719,558,2.0420279203125
DL-00001.DL388-DL926.HiSeq_2000_2500.bam,373929615,36722893480,369491775,36405423220,15976377,1576486678,3049,11.37669475625
DL-00001.DL432-DL970.HiSeq_2000_2500.bam,68974625,6846060826,68390832,6800764649,1612328,160940025,387,2.1252389528125
DL-00001.DL018-DL556.HiSeq_2000_2500.bam,92692533,9059046140,91608616,8988888685,2040809,200665387,463,2.8090277140625
DL-00001.DL426-DL964.HiSeq_2000_2500.bam,69781964,6803168190,68566842,6719126258,1219575,120194017,691,2.099726955625
DL-00001.DL456-DL994.HiSeq_2000_2500.bam,95928595,9390787283,94810286,9315244838,2351715,231766235,4448,2.911014011875
DL-00001.DL460-DL998.HiSeq_2000_2500.bam,87934246,8705667561,86638103,8610441658,1837030,183302228,2831,2.690763018125
DL-00001.DL531-DL1069.HiSeq_2000_2500.bam,70919467,7037874860,70552838,7007060583,1274419,126986850,629,2.1897064321875
DL-00001.DL264-DL802.HiSeq_2000_2500.bam,163532538,16288986833,162855063,16232246688,4680006,467562550,1928,5.07257709
DL-00001.DL181-DL719.HiSeq_2000_2500.bam,66530385,6564026054,64337462,6399955851,1251212,124892003,722,1.9999862034375
DL-00001.DL135-DL673.HiSeq_2000_2500.bam,82249179,8094070032,78818440,7826319990,2137005,213088012,259,2.445724996875
DL-00001.DL200-DL738.HiSeq_2000_2500.bam,86824574,8613200358,86040741,8554004740,2108436,210366215,716,2.67312648125
DL-00001.DL173-DL711.HiSeq_2000_2500.bam,94999587,9430956116,94136843,9365493058,2154457,215075432,580,2.926716580625
DL-00001.DL069-DL607.HiSeq_2000_2500.bam,112776611,11141960277,109196388,10869136931,2641040,263762819,1571,3.3966052909375
DL-00001.DL012-DL550.HiSeq_2000_2500.bam,97152076,9526437134,96434341,9478970636,2104460,207366336,9405,2.96217832375
DL-00001.DL301-DL839.HiSeq_2000_2500.bam,66737637,6605700553,66284480,6572504133,1423423,141741832,454,2.0539075415625
DL-00001.DL265-DL803.HiSeq_2000_2500.bam,181116082,18042302272,180414071,17983267334,5267330,526163186,1651,5.619771041875
DL-00001.DL019-DL557.HiSeq_2000_2500.bam,92465296,9058062767,91647976,9004291925,2070531,204014790,662,2.8138412265625
DL-00001.DL473-DL1011.HiSeq_2000_2500.bam,237096077,22890395405,220053504,21719660752,8416994,830553523,3754,6.787393985
DL-00001.DL498-DL1036.HiSeq_2000_2500.bam,101461893,10081269063,100482333,9996344436,2370891,236686186,793,3.12385763625
DL-00001.DL091-DL629.HiSeq_2000_2500.bam,98273302,9766198063,97779617,9727486798,2217348,221288860,860,3.039839624375
DL-00001.DL330-DL868.HiSeq_2000_2500.bam,104471116,10367699349,103936489,10328010086,2688539,268199544,331,3.227503151875
DL-00001.DL384-DL922.HiSeq_2000_2500.bam,87263766,8608294448,84069780,8363147677,2172116,216811138,686,2.6134836490625
DL-00001.DL125-DL663.HiSeq_2000_2500.bam,127231206,12647505729,126598765,12597650398,3725875,371984751,1462,3.936765749375
DL-00001.DL370-DL908.HiSeq_2000_2500.bam,91533260,9084432896,90607762,9009278580,2385511,238071051,3345,2.81539955625
DL-00001.DL435-DL973.HiSeq_2000_2500.bam,57358739,5645646805,56864061,5610820098,1024123,101651164,311,1.753381280625
DL-00001.DL166-DL704.HiSeq_2000_2500.bam,75521115,7498829598,74887883,7450263377,1628507,162557043,786,2.3282073053125
DL-00001.DL505-DL1043.HiSeq_2000_2500.bam,84387757,8276252551,83446034,8211863283,2492650,245983132,435,2.5662072759375
DL-00001.DL312-DL850.HiSeq_2000_2500.bam,87999493,8733505219,87554640,8700922897,2115265,211050078,771,2.7190384053125
DL-00001.DL118-DL656.HiSeq_2000_2500.bam,103862195,10306700542,103103029,10249480672,2935933,292873066,16991,3.20296271
DL-00001.DL529-DL1067.HiSeq_2000_2500.bam,54432170,5385401258,53539304,5316974659,905320,90205206,1831,1.6615545809375
DL-00001.DL159-DL697.HiSeq_2000_2500.bam,70360754,6989420863,69925590,6955279861,1488265,148572884,749,2.1735249565625
DL-00001.DL354-DL892.HiSeq_2000_2500.bam,84897920,8429136056,84481560,8396796263,1828400,182352035,461,2.6239988321875
DL-00001.DL282-DL820.HiSeq_2000_2500.bam,94334153,9373540458,93976177,9344936473,2277291,227294299,530,2.9202926478125
DL-00001.DL184-DL722.HiSeq_2000_2500.bam,142340814,14149097102,141452513,14079275215,4121598,411642111,1223,4.3997735046875
DL-00001.DL059-DL597.HiSeq_2000_2500.bam,121761701,12013007754,117702517,11707135771,3183793,317790104,893,3.6584799284375
DL-00001.DL487-DL1025.HiSeq_2000_2500.bam,111201536,10922248549,110196435,10851514261,2677942,264531940,989,3.3910982065625
DL-00001.DL228-DL766.HiSeq_2000_2500.bam,77065262,7623946737,75881222,7537685937,1649316,164467276,878,2.3555268553125
DL-00001.DL085-DL623.HiSeq_2000_2500.bam,88836822,8813846220,87909567,8743004706,1653090,164947367,1189,2.732188970625
DL-00001.DL066-DL604.HiSeq_2000_2500.bam,83152426,8246328475,82276329,8177152727,1971625,196694837,354,2.5553602271875002
DL-00001.DL403-DL941.HiSeq_2000_2500.bam,347830557,34273080168,344549243,34028944644,14305723,1416998448,4428,10.63404520125
DL-00001.DL500-DL1038.HiSeq_2000_2500.bam,102707789,10204533521,102137139,10160194363,2302134,229829906,530,3.1750607384375
DL-00001.DL046-DL584.HiSeq_2000_2500.bam,90149333,8950411232,89702482,8916317688,3833642,382425428,3071,2.7863492775
DL-00001.DL238-DL776.HiSeq_2000_2500.bam,79687023,7870064610,77487676,7703976907,1920095,191547658,626,2.4074927834375
DL-00001.DL506-DL1044.HiSeq_2000_2500.bam,86752712,8513843726,86027957,8464238461,2989812,295135414,337,2.6450745190625
DL-00001.DL123-DL661.HiSeq_2000_2500.bam,108725577,10782649141,108195062,10741281934,2443644,243673515,1349,3.356650604375
DL-00001.DL287-DL825.HiSeq_2000_2500.bam,97266787,9643773320,96316717,9573361426,2172482,216771604,662,2.991675445625
DL-00001.DL423-DL961.HiSeq_2000_2500.bam,100379452,9834078061,99478664,9774098629,2524209,248680279,731,3.0544058215625
DL-00001.DL429-DL967.HiSeq_2000_2500.bam,82896236,8231321794,82292360,8185497651,1909034,190596680,1896,2.5579680159375
DL-00001.DL106-DL644.HiSeq_2000_2500.bam,75427551,7480193301,74704084,7427138833,1607646,160385626,1657,2.3209808853125
DL-00001.DL380-DL918.HiSeq_2000_2500.bam,76447262,7579878528,75384272,7499061179,1586256,158328373,4436,2.3434566184375
DL-00001.DL243-DL781.HiSeq_2000_2500.bam,72769240,7225872880,72341273,7191082731,1743650,173957330,913,2.2472133534375
DL-00001.DL244-DL782.HiSeq_2000_2500.bam,87919816,8730372768,87374583,8686702433,1993183,198864093,305,2.7145945103125
DL-00001.DL108-DL646.HiSeq_2000_2500.bam,79423056,7865638157,78168146,7774651676,1882766,187868597,16676,2.42957864875
DL-00001.DL182-DL720.HiSeq_2000_2500.bam,93957507,9337845191,93314433,9287898297,2232085,222874964,771,2.9024682178125
DL-00001.DL215-DL753.HiSeq_2000_2500.bam,65516949,6412332578,61480864,6106130873,1432890,142856557,919,1.9081658978125
DL-00001.DL509-DL1047.HiSeq_2000_2500.bam,56639598,5626553996,56370894,5605409773,1126082,112423072,609,1.7516905540625
DL-00001.DL185-DL723.HiSeq_2000_2500.bam,101026375,10021575552,99663673,9917817232,2744452,274026444,729,3.099317885
DL-00001.DL535-DL1073.HiSeq_2000_2500.bam,106358324,10406108573,105321234,10336081332,2228373,219439950,2078,3.23002541625
DL-00001.DL047-DL585.HiSeq_2000_2500.bam,93374380,9170635565,89300451,8873967563,2177088,217080315,1663,2.7731148634375
DL-00001.DL168-DL706.HiSeq_2000_2500.bam,78586711,7803901874,77982163,7757348976,1797930,179456372,1325,2.424171555
DL-00001.DL533-DL1071.HiSeq_2000_2500.bam,162883652,16194291803,162032587,16126812698,3698784,369262378,1486,5.039628968125
DL-00001.DL311-DL849.HiSeq_2000_2500.bam,79238025,7860938942,78718877,7822700531,1788379,178415613,1099,2.4445939159375
DL-00001.DL038-DL576.HiSeq_2000_2500.bam,85415547,8478527932,84683694,8424508249,2066639,206223720,605,2.6326588278125
DL-00001.DL253-DL791.HiSeq_2000_2500.bam,92166489,9165771235,91286084,9097187098,2164751,216246601,759,2.842870968125
DL-00001.DL414-DL952.HiSeq_2000_2500.bam,64341208,6358186511,62884246,6250010138,1402823,139925104,1183,1.953128168125
DL-00001.DL023-DL561.HiSeq_2000_2500.bam,85494056,8460296931,84229847,8372099209,1943879,193936921,733,2.6162810028125
DL-00001.DL470-DL1008.HiSeq_2000_2500.bam,37218673,3690291214,36921449,3667384069,650319,64857541,891,1.1460575215625
DL-00001.DL291-DL829.HiSeq_2000_2500.bam,76091115,7537229391,75191246,7472954969,1605605,160150666,424,2.3352984278125
DL-00001.DL365-DL903.HiSeq_2000_2500.bam,84921669,8431657034,84360838,8384261019,1776112,177223099,2240,2.6200815684375
DL-00001.DL137-DL675.HiSeq_2000_2500.bam,91416970,9047837939,89737906,8913672801,2484797,247862955,303,2.7855227503125
DL-00001.DL408-DL946.HiSeq_2000_2500.bam,72087117,7152393438,71394841,7096711547,2311319,230661794,655,2.2177223584375
DL-00001.DL321-DL859.HiSeq_2000_2500.bam,85838654,8518483801,85333847,8481518442,2063298,205853231,645,2.650474513125
DL-00001.DL027-DL565.HiSeq_2000_2500.bam,94417777,9362171919,93711575,9312957648,2238094,223248356,379,2.910299265
DL-00001.DL031-DL569.HiSeq_2000_2500.bam,94847449,9417929890,94416336,9385223271,2166285,216121313,1457,2.9328822721875
DL-00001.DL451-DL989.HiSeq_2000_2500.bam,85424586,8477311300,84667336,8419213744,2029590,202592039,4006,2.631004295
